previousids	refseqids
Tc00.1047053508389.20	XP_815864
Tc00.1047053503915.9	XP_802614
Tc00.1047053507943.99	XP_806913
Tc00.1047053509715.120	XP_813452
Tc00.1047053506133.61	XP_818349
Tc00.1047053511807.40	XP_820419
Tc00.1047053507053.10	XP_817687
Tc00.1047053506355.110	XP_814827
Tc00.1047053432995.9	XP_802262
Tc00.1047053508409.220	XP_818821
Tc00.1047053510279.320	XP_821088
Tc00.1047053509791.20	XP_815932
Tc00.1047053503819.20	XP_804161
Tc00.1047053509767.20	XP_817264
Tc00.1047053511507.30	XP_811561
Tc00.1047053508693.90	XP_817807
Tc00.1047053511155.4	XP_802525
Tc00.1047053511095.10	XP_803174
Tc00.1047053506701.29	XP_804526
Tc00.1047053510439.50	XP_805702
Tc00.1047053507003.50	XP_806874
Tc00.1047053511231.80	XP_807240
Tc00.1047053507529.50	XP_808440
Tc00.1047053509641.70	XP_810160
Tc00.1047053511507.120	XP_811569
Tc00.1047053506281.90	XP_811952
Tc00.1047053505071.90	XP_812873
Tc00.1047053511859.90	XP_815306
Tc00.1047053503593.20	XP_809459
Tc00.1047053506781.50	XP_811691
Tc00.1047053506703.110	XP_812340
Tc00.1047053506295.30	XP_812853
Tc00.1047053507623.140	XP_813011
Tc00.1047053509105.80	XP_814886
Tc00.1047053509979.100	XP_820787
Tc00.1047053511275.40	XP_805512
Tc00.1047053503735.20	XP_807514
Tc00.1047053509005.30	XP_808633
Tc00.1047053503967.19	XP_803920
Tc00.1047053508215.9	XP_804977
Tc00.1047053510745.10	XP_805375
Tc00.1047053510899.10	XP_807227
Tc00.1047053509453.79	XP_810373
Tc00.1047053506519.51	XP_813109
Tc00.1047053511285.10	XP_813749
Tc00.1047053508307.80	XP_817131
Tc00.1047053506755.130	XP_818753
Tc00.1047053504125.90	XP_813224
Tc00.1047053506999.180	XP_816144
Tc00.1047053507747.240	XP_818386
Tc00.1047053506537.120	XP_819735
Tc00.1047053508173.200	XP_818276
Tc00.1047053509055.30	XP_806867
Tc00.1047053511693.50	XP_813355
Tc00.1047053509331.50	XP_816775
Tc00.1047053508501.70	XP_818139
Tc00.1047053506195.290	XP_819122
Tc00.1047053509965.319	XP_820258
Tc00.1047053506885.370	XP_821539
Tc00.1047053433273.10	XP_802226
Tc00.1047053506755.140	XP_818754
Tc00.1047053506357.80	XP_819266
Tc00.1047053509897.260	XP_820146
Tc00.1047053506437.10	XP_804215
Tc00.1047053508283.10	XP_813667
Tc00.1047053507071.190	XP_821146
Tc00.1047053507491.110	XP_816993
Tc00.1047053511277.115	XP_821871
Tc00.1047053506149.10	XP_803921
Tc00.1047053507215.9	XP_802849
Tc00.1047053510661.240	XP_818033
Tc00.1047053506311.20	XP_805221
Tc00.1047053508177.110	XP_812998
Tc00.1047053509163.70	XP_812962
Tc00.1047053511529.90	XP_815727
Tc00.1047053509023.150	XP_817042
Tc00.1047053511421.150	XP_818804
Tc00.1047053508799.70	XP_819797
Tc00.1047053510275.370	XP_820742
Tc00.1047053506401.70	XP_821261
Tc00.1047053503513.40	XP_805225
Tc00.1047053510635.60	XP_808435
Tc00.1047053510153.19	XP_802947
Tc00.1047053430605.20	XP_805813
Tc00.1047053503995.40	XP_806336
Tc00.1047053507999.10	XP_807118
Tc00.1047053510763.34	XP_808288
Tc00.1047053507757.70	XP_808743
Tc00.1047053510289.30	XP_809681
Tc00.1047053506585.90	XP_809822
Tc00.1047053503925.119	XP_811465
Tc00.1047053503955.40	XP_813740
Tc00.1047053503823.140	XP_815228
Tc00.1047053508899.40	XP_815643
Tc00.1047053504827.130	XP_815899
Tc00.1047053507031.179	XP_817262
Tc00.1047053506763.140	XP_819721
Tc00.1047053509575.30	XP_806502
Tc00.1047053508645.4	XP_807669
Tc00.1047053507317.60	XP_808351
Tc00.1047053507547.18	XP_810817
Tc00.1047053506175.10	XP_812880
Tc00.1047053511153.130	XP_813769
Tc00.1047053508701.10	XP_803130
Tc00.1047053507987.10	XP_804273
Tc00.1047053510663.64	XP_808033
Tc00.1047053503579.150	XP_812420
Tc00.1047053405737.14	XP_802503
Tc00.1047053511813.30	XP_803329
Tc00.1047053508457.20	XP_804929
Tc00.1047053509877.60	XP_807343
Tc00.1047053511847.60	XP_809340
Tc00.1047053508865.20	XP_810416
Tc00.1047053510853.40	XP_814486
Tc00.1047053511339.20	XP_804009
Tc00.1047053506811.10	XP_818198
Tc00.1047053509429.230	XP_820165
Tc00.1047053504769.20	XP_817489
Tc00.1047053509333.10	XP_804106
Tc00.1047053510745.20	XP_805376
Tc00.1047053511543.40	XP_807099
Tc00.1047053505609.30	XP_808564
Tc00.1047053511129.40	XP_810676
Tc00.1047053509125.10	XP_804863
Tc00.1047053509991.90	XP_811294
Tc00.1047053505999.160	XP_816067
Tc00.1047053506629.110	XP_816584
Tc00.1047053508173.60	XP_818264
Tc00.1047053510105.310	XP_819902
Tc00.1047053507715.34	XP_812729
Tc00.1047053511181.150	XP_816370
Tc00.1047053508777.150	XP_817217
Tc00.1047053510025.160	XP_817621
Tc00.1047053506599.224	XP_820653
Tc00.1047053508777.30	XP_817205
Tc00.1047053508761.30	XP_818307
Tc00.1047053510463.140	XP_819650
Tc00.1047053510307.200	XP_820180
Tc00.1047053510023.20	XP_804073
Tc00.1047053504257.30	XP_806552
Tc00.1047053508815.179	XP_815606
Tc00.1047053511233.140	XP_815822
Tc00.1047053504427.190	XP_819488
Tc00.1047053503681.20	XP_804645
Tc00.1047053504039.200	XP_817903
Tc00.1047053511245.150	XP_818063
Tc00.1047053506247.20	XP_820316
Tc00.1047053510355.10	XP_819060
Tc00.1047053508639.10	XP_802428
Tc00.1047053469735.9	XP_803120
Tc00.1047053510027.20	XP_803912
Tc00.1047053506007.30	XP_804556
Tc00.1047053507065.70	XP_811607
Tc00.1047053507389.10	XP_807887
Tc00.1047053511545.110	XP_815673
Tc00.1047053507649.100	XP_813968
Tc00.1047053504133.45	XP_806935
Tc00.1047053503521.39	XP_808504
Tc00.1047053509317.60	XP_809191
Tc00.1047053511545.100	XP_815672
Tc00.1047053509599.170	XP_816172
Tc00.1047053508411.70	XP_810634
Tc00.1047053511661.100	XP_814274
Tc00.1047053509237.151	XP_814641
Tc00.1047053511683.10	XP_803182
Tc00.1047053507165.30	XP_805191
Tc00.1047053510065.60	XP_806526
Tc00.1047053506467.14	XP_807872
Tc00.1047053511145.70	XP_808226
Tc00.1047053510297.80	XP_813994
Tc00.1047053510747.60	XP_815200
Tc00.1047053506203.100	XP_815764
Tc00.1047053510363.130	XP_819143
Tc00.1047053508781.40	XP_811619
Tc00.1047053511287.100	XP_814353
Tc00.1047053510879.180	XP_814680
Tc00.1047053511613.40	XP_815408
Tc00.1047053505959.10	XP_805067
Tc00.1047053507543.10	XP_805854
Tc00.1047053508145.40	XP_806472
Tc00.1047053511017.69	XP_809124
Tc00.1047053506457.120	XP_813404
Tc00.1047053506599.270	XP_820642
Tc00.1047053507669.180	XP_817114
Tc00.1047053508707.10	XP_820696
Tc00.1047053511173.10	XP_821376
Tc00.1047053511515.9	XP_804121
Tc00.1047053508515.10	XP_815468
Tc00.1047053506797.90	XP_811214
Tc00.1047053508207.250	XP_818430
Tc00.1047053510105.9	XP_819906
Tc00.1047053506303.80	XP_815794
Tc00.1047053506967.70	XP_816182
Tc00.1047053510021.80	XP_818188
Tc00.1047053506297.330	XP_820217
Tc00.1047053404073.10	XP_802252
Tc00.1047053506139.120	XP_817537
Tc00.1047053507167.169	XP_819567
Tc00.1047053511367.20	XP_819411
Tc00.1047053510303.90	XP_819601
Tc00.1047053511283.260	XP_820952
Tc00.1047053510359.380	XP_821760
Tc00.1047053508951.10	XP_808991
Tc00.1047053506681.40	XP_811160
Tc00.1047053510283.20	XP_812497
Tc00.1047053504131.100	XP_815524
Tc00.1047053508119.140	XP_816515
Tc00.1047053511511.130	XP_817580
Tc00.1047053506679.270	XP_820054
Tc00.1047053511621.110	XP_817552
Tc00.1047053510101.90	XP_821222
Tc00.1047053506529.550	XP_821954
Tc00.1047053503815.29	XP_804852
Tc00.1047053507615.110	XP_815782
Tc00.1047053510133.9	XP_804247
Tc00.1047053507243.9	XP_803242
Tc00.1047053510575.170	XP_815359
Tc00.1047053506647.10	XP_805187
Tc00.1047053506375.60	XP_812677
Tc00.1047053508979.60	XP_811005
Tc00.1047053504239.270	XP_820018
Tc00.1047053511021.99	XP_811322
Tc00.1047053506425.60	XP_815448
Tc00.1047053511003.210	XP_816050
Tc00.1047053509179.170	XP_816452
Tc00.1047053511797.167	XP_818475
Tc00.1047053506789.180	XP_819918
Tc00.1047053511851.37	XP_811901
Tc00.1047053510667.100	XP_813137
Tc00.1047053511903.230	XP_817937
Tc00.1047053506493.9	XP_812674
Tc00.1047053508507.9	XP_807602
Tc00.1047053508247.140	XP_812954
Tc00.1047053508777.120	XP_817214
Tc00.1047053511655.60	XP_806712
Tc00.1047053504557.60	XP_809334
Tc00.1047053505009.10	XP_805312
Tc00.1047053507793.20	XP_804997
Tc00.1047053511231.50	XP_807238
Tc00.1047053503919.50	XP_808607
Tc00.1047053503849.60	XP_810232
Tc00.1047053510519.14	XP_812719
Tc00.1047053508177.64	XP_813000
Tc00.1047053509395.120	XP_814618
Tc00.1047053504779.10	XP_805064
Tc00.1047053421057.20	XP_802342
Tc00.1047053503873.10	XP_802773
Tc00.1047053511595.59	XP_807474
Tc00.1047053503789.10	XP_807566
Tc00.1047053506481.39	XP_807692
Tc00.1047053511737.70	XP_809796
Tc00.1047053508973.60	XP_811707
Tc00.1047053508895.30	XP_812028
Tc00.1047053511215.30	XP_814161
Tc00.1047053509105.4	XP_814894
Tc00.1047053508433.170	XP_818693
Tc00.1047053509449.10	XP_803280
Tc00.1047053507685.10	XP_804183
Tc00.1047053507473.30	XP_806541
Tc00.1047053506869.10	XP_808540
Tc00.1047053507167.70	XP_819562
Tc00.1047053506107.10	XP_804128
Tc00.1047053461515.10	XP_802433
Tc00.1047053510615.4	XP_803213
Tc00.1047053506051.30	XP_805198
Tc00.1047053509443.10	XP_806002
Tc00.1047053506583.4	XP_806570
Tc00.1047053508291.36	XP_807651
Tc00.1047053506329.70	XP_809643
Tc00.1047053504883.10	XP_810017
Tc00.1047053509569.100	XP_814980
Tc00.1047053508295.80	XP_806676
Tc00.1047053507881.60	XP_810763
Tc00.1047053506755.120	XP_818752
Tc00.1047053510293.50	XP_806882
Tc00.1047053510025.180	XP_817623
Tc00.1047053508207.230	XP_818428
Tc00.1047053509913.10	XP_805264
Tc00.1047053508241.140	XP_813336
Tc00.1047053507099.110	XP_817328
Tc00.1047053507011.170	XP_817961
Tc00.1047053506401.200	XP_821274
Tc00.1047053510359.580	XP_821766
Tc00.1047053510239.100	XP_809582
Tc00.1047053504147.260	XP_819846
Tc00.1047053506559.20	XP_821780
Tc00.1047053509979.70	XP_820785
Tc00.1047053509599.120	XP_816169
Tc00.1047053511439.10	XP_811441
Tc00.1047053508727.9	XP_806484
Tc00.1047053511769.20	XP_807369
Tc00.1047053506695.7	XP_806788
Tc00.1047053504867.60	XP_812780
Tc00.1047053506559.434	XP_821831
Tc00.1047053506529.340	XP_821924
Tc00.1047053511383.70	XP_810692
Tc00.1047053460111.10	XP_802609
Tc00.1047053503617.20	XP_806768
Tc00.1047053506169.21	XP_803294
Tc00.1047053509573.40	XP_805755
Tc00.1047053509595.40	XP_808517
Tc00.1047053506865.79	XP_809710
Tc00.1047053510731.50	XP_810397
Tc00.1047053507547.9	XP_810818
Tc00.1047053511851.5	XP_811902
Tc00.1047053509901.140	XP_812535
Tc00.1047053508247.10	XP_812945
Tc00.1047053509799.70	XP_814196
Tc00.1047053507081.80	XP_813594
Tc00.1047053510789.10	XP_804568
Tc00.1047053507731.60	XP_806239
Tc00.1047053510571.5	XP_807264
Tc00.1047053511051.20	XP_809694
Tc00.1047053506725.30	XP_810914
Tc00.1047053508323.20	XP_813161
Tc00.1047053509381.29	XP_803947
Tc00.1047053503639.10	XP_805448
Tc00.1047053511481.20	XP_808360
Tc00.1047053511507.24	XP_811570
Tc00.1047053504125.60	XP_813221
Tc00.1047053470169.9	XP_802493
Tc00.1047053510395.20	XP_803364
Tc00.1047053509365.50	XP_808746
Tc00.1047053510689.80	XP_809532
Tc00.1047053508897.20	XP_810885
Tc00.1047053508047.60	XP_812152
Tc00.1047053483183.10	XP_802392
Tc00.1047053508491.9	XP_802568
Tc00.1047053509865.9	XP_803445
Tc00.1047053511805.10	XP_804507
Tc00.1047053506253.39	XP_805135
Tc00.1047053503851.40	XP_805800
Tc00.1047053504117.9	XP_807377
Tc00.1047053509545.70	XP_808133
Tc00.1047053503981.60	XP_808921
Tc00.1047053508405.50	XP_809621
Tc00.1047053508265.10	XP_810222
Tc00.1047053511295.10	XP_810420
Tc00.1047053507559.80	XP_811371
Tc00.1047053506743.100	XP_816342
Tc00.1047053508761.90	XP_818311
Tc00.1047053508677.50	XP_812752
Tc00.1047053511277.100	XP_821878
Tc00.1047053508951.40	XP_808993
Tc00.1047053508593.60	XP_815711
Tc00.1047053509735.120	XP_816457
Tc00.1047053510741.124	XP_817026
Tc00.1047053511807.80	XP_820423
Tc00.1047053509057.10	XP_803275
Tc00.1047053511229.110	XP_809159
Tc00.1047053507069.220	XP_818406
Tc00.1047053509055.50	XP_806869
Tc00.1047053511423.110	XP_813485
Tc00.1047053504131.150	XP_815529
Tc00.1047053510885.40	XP_816149
Tc00.1047053507053.180	XP_817704
Tc00.1047053506409.90	XP_818228
Tc00.1047053511585.160	XP_820375
Tc00.1047053507957.310	XP_819556
Tc00.1047053504147.140	XP_819836
Tc00.1047053511603.304	XP_820777
Tc00.1047053508461.340	XP_821626
Tc00.1047053508221.338	XP_821999
Tc00.1047053503671.20	XP_804164
Tc00.1047053509573.50	XP_805756
Tc00.1047053506305.40	XP_807818
Tc00.1047053511315.20	XP_808202
Tc00.1047053507927.40	XP_809538
Tc00.1047053504431.20	XP_810163
Tc00.1047053503781.90	XP_810806
Tc00.1047053506267.80	XP_812050
Tc00.1047053507241.10	XP_806407
Tc00.1047053507677.120	XP_816664
Tc00.1047053507693.5	XP_804088
Tc00.1047053509591.40	XP_809140
Tc00.1047053507049.10	XP_816416
Tc00.1047053506755.220	XP_818762
Tc00.1047053506289.30	XP_818537
Tc00.1047053507747.160	XP_818380
Tc00.1047053511591.10	XP_803195
Tc00.1047053503959.40	XP_808887
Tc00.1047053511855.40	XP_810000
Tc00.1047053510755.138	XP_810491
Tc00.1047053506135.40	XP_811542
Tc00.1047053506825.50	XP_819747
Tc00.1047053456139.10	XP_802618
Tc00.1047053508785.10	XP_803273
Tc00.1047053506751.100	XP_812547
Tc00.1047053509029.30	XP_815102
Tc00.1047053507489.9	XP_802378
Tc00.1047053509101.9	XP_802585
Tc00.1047053508659.30	XP_805451
Tc00.1047053509017.50	XP_808484
Tc00.1047053508445.70	XP_809296
Tc00.1047053506817.40	XP_809805
Tc00.1047053511605.30	XP_810772
Tc00.1047053511025.90	XP_812292
Tc00.1047053511555.110	XP_813235
Tc00.1047053506759.140	XP_815016
Tc00.1047053508029.40	XP_805957
Tc00.1047053508089.40	XP_807311
Tc00.1047053511409.50	XP_808509
Tc00.1047053511583.30	XP_806112
Tc00.1047053510409.60	XP_808340
Tc00.1047053510309.10	XP_809219
Tc00.1047053506053.50	XP_810140
Tc00.1047053507021.10	XP_811595
Tc00.1047053511753.150	XP_812907
Tc00.1047053506367.130	XP_813271
Tc00.1047053507081.50	XP_813591
Tc00.1047053509967.40	XP_815285
Tc00.1047053510053.20	XP_809171
Tc00.1047053508881.130	XP_815585
Tc00.1047053463269.10	XP_802225
Tc00.1047053511821.40	XP_816735
Tc00.1047053511303.130	XP_817364
Tc00.1047053506537.240	XP_819739
Tc00.1047053510377.100	XP_821296
Tc00.1047053511173.360	XP_821389
Tc00.1047053507953.10	XP_816813
Tc00.1047053508827.110	XP_814745
Tc00.1047053511257.30	XP_813506
Tc00.1047053506999.60	XP_816132
Tc00.1047053507951.130	XP_818121
Tc00.1047053511807.100	XP_820424
Tc00.1047053508541.200	XP_815857
Tc00.1047053510885.130	XP_816158
Tc00.1047053507071.110	XP_821139
Tc00.1047053506529.300	XP_821965
Tc00.1047053510445.40	XP_805029
Tc00.1047053506635.100	XP_814259
Tc00.1047053508693.199	XP_817815
Tc00.1047053507949.40	XP_817156
Tc00.1047053510693.40	XP_820654
Tc00.1047053511283.210	XP_820948
Tc00.1047053506529.524	XP_821971
Tc00.1047053511095.5	XP_803175
Tc00.1047053511017.20	XP_809119
Tc00.1047053510655.110	XP_813287
Tc00.1047053507953.40	XP_816816
Tc00.1047053509419.20	XP_817992
Tc00.1047053511255.330	XP_821682
Tc00.1047053508029.59	XP_805959
Tc00.1047053509453.4	XP_810374
Tc00.1047053506765.49	XP_811526
Tc00.1047053506771.18	XP_803090
Tc00.1047053428999.20	XP_804437
Tc00.1047053508731.50	XP_806627
Tc00.1047053504005.10	XP_807044
Tc00.1047053504229.70	XP_812217
Tc00.1047053509561.60	XP_812559
Tc00.1047053507709.20	XP_814304
Tc00.1047053507031.130	XP_817258
Tc00.1047053511817.80	XP_819355
Tc00.1047053508181.130	XP_816907
Tc00.1047053509167.90	XP_816708
Tc00.1047053510239.70	XP_809579
Tc00.1047053506327.50	XP_811718
Tc00.1047053509901.120	XP_812533
Tc00.1047053507017.60	XP_813085
Tc00.1047053504035.120	XP_814085
Tc00.1047053508607.30	XP_814918
Tc00.1047053509053.90	XP_813313
Tc00.1047053504153.30	XP_820902
Tc00.1047053511589.260	XP_816027
Tc00.1047053509167.40	XP_816703
Tc00.1047053506501.59	XP_820006
Tc00.1047053506855.220	XP_820581
Tc00.1047053510729.40	XP_818866
Tc00.1047053509053.179	XP_813322
Tc00.1047053507771.9	XP_812124
Tc00.1047053507783.20	XP_802666
Tc00.1047053503927.9	XP_802821
Tc00.1047053506907.40	XP_805901
Tc00.1047053506625.150	XP_817980
Tc00.1047053508479.380	XP_820838
Tc00.1047053507849.70	XP_809862
Tc00.1047053508157.20	XP_805780
Tc00.1047053511209.10	XP_806915
Tc00.1047053508533.50	XP_809441
Tc00.1047053510519.100	XP_812713
Tc00.1047053510747.110	XP_815204
Tc00.1047053440343.9	XP_802551
Tc00.1047053419417.19	XP_802883
Tc00.1047053509809.39	XP_804891
Tc00.1047053506583.50	XP_806567
Tc00.1047053507901.51	XP_806773
Tc00.1047053510437.30	XP_808073
Tc00.1047053511055.50	XP_808386
Tc00.1047053505071.104	XP_812878
Tc00.1047053506181.110	XP_813850
Tc00.1047053508817.5	XP_814854
Tc00.1047053508185.19	XP_802369
Tc00.1047053508335.9	XP_803018
Tc00.1047053510433.20	XP_804082
Tc00.1047053508247.30	XP_812946
Tc00.1047053506665.20	XP_803231
Tc00.1047053510863.20	XP_805536
Tc00.1047053511735.10	XP_805855
Tc00.1047053510829.10	XP_807693
Tc00.1047053511677.20	XP_808489
Tc00.1047053510551.15	XP_809490
Tc00.1047053503847.50	XP_810078
Tc00.1047053504071.50	XP_810205
Tc00.1047053508567.30	XP_810658
Tc00.1047053507009.130	XP_811915
Tc00.1047053506181.20	XP_813843
Tc00.1047053507257.80	XP_814519
Tc00.1047053511729.60	XP_806283
Tc00.1047053508545.40	XP_807116
Tc00.1047053511189.60	XP_810553
Tc00.1047053511643.10	XP_812789
Tc00.1047053504797.30	XP_814369
Tc00.1047053507677.30	XP_816656
Tc00.1047053511725.250	XP_818735
Tc00.1047053434945.10	XP_802359
Tc00.1047053508549.10	XP_803914
Tc00.1047053508949.40	XP_805674
Tc00.1047053507023.250	XP_819683
Tc00.1047053508951.4	XP_808999
Tc00.1047053506757.150	XP_816559
Tc00.1047053508693.70	XP_817805
Tc00.1047053508153.460	XP_822065
Tc00.1047053506357.50	XP_819264
Tc00.1047053506825.120	XP_819753
Tc00.1047053511127.10	XP_821333
Tc00.1047053506529.220	XP_821953
Tc00.1047053506619.90	XP_812627
Tc00.1047053509833.10	XP_802160
Tc00.1047053508125.120	XP_811359
Tc00.1047053508165.120	XP_820482
Tc00.1047053506247.440	XP_820358
Tc00.1047053509937.220	XP_817415
Tc00.1047053506945.270	XP_818990
Tc00.1047053507023.280	XP_819686
Tc00.1047053510773.60	XP_813464
Tc00.1047053507053.90	XP_817695
Tc00.1047053509233.50	XP_817826
Tc00.1047053509179.180	XP_816453
Tc00.1047053511063.130	XP_817384
Tc00.1047053511211.235	XP_817748
Tc00.1047053508165.210	XP_820486
Tc00.1047053509163.10	XP_812959
Tc00.1047053504797.70	XP_814373
Tc00.1047053506945.210	XP_818984
Tc00.1047053504113.10	XP_804390
Tc00.1047053510509.9	XP_806075
Tc00.1047053508779.20	XP_808019
Tc00.1047053506869.30	XP_808542
Tc00.1047053506779.140	XP_815545
Tc00.1047053508969.40	XP_805620
Tc00.1047053511137.20	XP_802798
Tc00.1047053505075.20	XP_804797
Tc00.1047053509729.29	XP_805306
Tc00.1047053506593.40	XP_805729
Tc00.1047053511571.40	XP_805868
Tc00.1047053503637.30	XP_806388
Tc00.1047053504449.40	XP_806585
Tc00.1047053503455.30	XP_806800
Tc00.1047053509231.10	XP_807973
Tc00.1047053504013.30	XP_810042
Tc00.1047053507517.80	XP_810791
Tc00.1047053504069.10	XP_811505
Tc00.1047053507485.100	XP_812386
Tc00.1047053509527.30	XP_813722
Tc00.1047053510297.60	XP_813992
Tc00.1047053504109.200	XP_816848
Tc00.1047053511751.200	XP_818506
Tc00.1047053510515.80	XP_812924
Tc00.1047053419833.10	XP_802221
Tc00.1047053510279.230	XP_821084
Tc00.1047053507681.240	XP_818600
Tc00.1047053511293.10	XP_812459
Tc00.1047053509031.20	XP_806729
Tc00.1047053510349.40	XP_809022
Tc00.1047053507509.50	XP_809080
Tc00.1047053508739.30	XP_815924
Tc00.1047053510311.150	XP_817660
Tc00.1047053508231.150	XP_818611
Tc00.1047053507993.60	XP_820600
Tc00.1047053509767.10	XP_817263
Tc00.1047053510187.340	XP_821496
Tc00.1047053507793.30	XP_804998
Tc00.1047053504213.40	XP_814207
Tc00.1047053506679.240	XP_820051
Tc00.1047053506759.70	XP_815014
Tc00.1047053506139.40	XP_817531
Tc00.1047053504253.10	XP_809386
Tc00.1047053507071.170	XP_821144
Tc00.1047053509703.10	XP_804287
Tc00.1047053510571.30	XP_807262
Tc00.1047053506457.20	XP_813395
Tc00.1047053510493.20	XP_805250
Tc00.1047053507957.210	XP_819549
Tc00.1047053509505.40	XP_807702
Tc00.1047053509799.5	XP_814204
Tc00.1047053508851.170	XP_814477
Tc00.1047053508433.180	XP_818694
Tc00.1047053510345.9	XP_805469
Tc00.1047053507523.70	XP_810288
Tc00.1047053509213.60	XP_813629
Tc00.1047053511491.60	XP_813891
Tc00.1047053511649.169	XP_815066
Tc00.1047053510603.119	XP_815405
Tc00.1047053504493.10	XP_802524
Tc00.1047053509511.10	XP_804926
Tc00.1047053510357.80	XP_811858
Tc00.1047053511179.120	XP_813050
Tc00.1047053507257.20	XP_814513
Tc00.1047053511859.120	XP_815307
Tc00.1047053503679.40	XP_804759
Tc00.1047053506203.129	XP_815767
Tc00.1047053511907.240	XP_819327
Tc00.1047053509525.190	XP_820812
Tc00.1047053510735.20	XP_809069
Tc00.1047053509179.50	XP_816440
Tc00.1047053507099.20	XP_817319
Tc00.1047053511391.90	XP_817908
Tc00.1047053506297.270	XP_820211
Tc00.1047053503559.80	XP_812022
Tc00.1047053508365.50	XP_818700
Tc00.1047053504109.50	XP_816834
Tc00.1047053507099.120	XP_817329
Tc00.1047053511421.155	XP_818813
Tc00.1047053507237.180	XP_819581
Tc00.1047053507923.40	XP_805642
Tc00.1047053511903.170	XP_817932
Tc00.1047053511603.480	XP_820775
Tc00.1047053511183.330	XP_821907
Tc00.1047053511231.34	XP_807243
Tc00.1047053510981.20	XP_804223
Tc00.1047053507027.80	XP_807682
Tc00.1047053511733.70	XP_810061
Tc00.1047053506857.60	XP_811046
Tc00.1047053503579.90	XP_812415
Tc00.1047053508677.160	XP_812758
Tc00.1047053506909.100	XP_814753
Tc00.1047053507011.150	XP_817959
Tc00.1047053510947.44	XP_805697
Tc00.1047053509665.10	XP_808400
Tc00.1047053511577.4	XP_815440
Tc00.1047053504079.3	XP_803302
Tc00.1047053510597.40	XP_805172
Tc00.1047053507079.30	XP_805658
Tc00.1047053508089.50	XP_807312
Tc00.1047053510239.90	XP_809581
Tc00.1047053510609.90	XP_814577
Tc00.1047053503935.10	XP_803342
Tc00.1047053508581.10	XP_807448
Tc00.1047053507669.230	XP_817119
Tc00.1047053503755.54	XP_807925
Tc00.1047053464415.10	XP_802302
Tc00.1047053503751.20	XP_803879
Tc00.1047053503881.4	XP_807124
Tc00.1047053507757.10	XP_808738
Tc00.1047053511733.120	XP_810066
Tc00.1047053510697.50	XP_810953
Tc00.1047053510515.30	XP_812919
Tc00.1047053508095.20	XP_805522
Tc00.1047053509213.20	XP_813625
Tc00.1047053511613.10	XP_815407
Tc00.1047053504227.5	XP_803875
Tc00.1047053508605.20	XP_805632
Tc00.1047053511459.40	XP_806597
Tc00.1047053503923.40	XP_807270
Tc00.1047053510309.20	XP_809220
Tc00.1047053508717.60	XP_811031
Tc00.1047053509461.80	XP_811776
Tc00.1047053508465.120	XP_813956
Tc00.1047053509295.10	XP_814835
Tc00.1047053509155.10	XP_805992
Tc00.1047053507487.15	XP_805798
Tc00.1047053507949.150	XP_817164
Tc00.1047053508355.110	XP_821104
Tc00.1047053510105.220	XP_819898
Tc00.1047053509753.194	XP_819138
Tc00.1047053508455.9	XP_806429
Tc00.1047053507047.100	XP_816377
Tc00.1047053507669.190	XP_817115
Tc00.1047053507809.119	XP_817432
Tc00.1047053506767.324	XP_820694
Tc00.1047053506753.220	XP_815387
Tc00.1047053510107.15	XP_803651
Tc00.1047053503913.40	XP_804993
Tc00.1047053506413.20	XP_806954
Tc00.1047053511185.100	XP_816234
Tc00.1047053508837.147	XP_818014
Tc00.1047053506811.60	XP_818203
Tc00.1047053508153.740	XP_822109
Tc00.1047053511275.20	XP_805510
Tc00.1047053510055.70	XP_815634
Tc00.1047053506755.60	XP_818746
Tc00.1047053511383.10	XP_810686
Tc00.1047053506287.170	XP_814327
Tc00.1047053509799.10	XP_814190
Tc00.1047053506605.170	XP_818171
Tc00.1047053506775.14	XP_816985
Tc00.1047053510709.10	XP_808174
Tc00.1047053506605.40	XP_818161
Tc00.1047053432677.20	XP_802407
Tc00.1047053507101.10	XP_803567
Tc00.1047053510435.20	XP_805809
Tc00.1047053508649.20	XP_807093
Tc00.1047053511895.69	XP_807496
Tc00.1047053506903.10	XP_808566
Tc00.1047053511765.20	XP_809701
Tc00.1047053511151.50	XP_811983
Tc00.1047053509901.170	XP_812538
Tc00.1047053509065.79	XP_813808
Tc00.1047053508837.154	XP_818015
Tc00.1047053503659.30	XP_803047
Tc00.1047053506411.39	XP_806056
Tc00.1047053509479.20	XP_806184
Tc00.1047053507689.50	XP_807350
Tc00.1047053506187.50	XP_808218
Tc00.1047053510239.10	XP_809577
Tc00.1047053509719.9	XP_810355
Tc00.1047053507867.80	XP_812039
Tc00.1047053511249.30	XP_812583
Tc00.1047053506975.97	XP_813623
Tc00.1047053509171.100	XP_810583
Tc00.1047053511087.19	XP_803913
Tc00.1047053506469.100	XP_810996
Tc00.1047053507953.20	XP_816814
Tc00.1047053510443.30	XP_804050
Tc00.1047053511395.70	XP_811106
Tc00.1047053508207.190	XP_818424
Tc00.1047053506195.260	XP_819119
Tc00.1047053511427.19	XP_805601
Tc00.1047053506193.60	XP_808649
Tc00.1047053509643.60	XP_811784
Tc00.1047053508859.90	XP_812078
Tc00.1047053509289.20	XP_806195
Tc00.1047053509567.10	XP_807643
Tc00.1047053509831.20	XP_807966
Tc00.1047053506931.4	XP_808629
